,Unnamed: 0,名称,总价,单价,产权信息,建筑面积,户型结构,建筑类型,建筑结构,装修,梯户比,供暖,电梯,区域,具体区域,厅,厨,卫,楼层类型,总层数,东,南,西,北,东南,东北,西南,西北,室
4431,4431,幸福艺居两居室，格局方正，户型好,380.0,49869.0,non_co_ownership,76.2,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,middle_floor,7,east,no,west,no,no,no,no,no,2
4432,4432,玉桥南里通透正规2居，采光视野佳，交通购物方便,305.0,47192.0,non_co_ownership,64.63,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
4433,4433,小区中间位置 前后无遮挡 南北通透大二居,510.0,49181.0,co_ownership,103.7,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,bottom_floor,10,no,south,no,north,no,no,no,no,2
4434,4434,中间楼层南北通透两居室，户型好采光无遮挡,328.0,46446.0,non_co_ownership,70.62,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
4435,4435,玉桥南里正规一居室 装修好 低楼层,315.0,50016.0,non_co_ownership,62.98,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,1
4436,4436,玉桥南里 满五唯一 南北通透一居室 业主诚心出售,248.0,46399.0,non_co_ownership,53.45,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,1
4437,4437,玉桥南里，五层好楼层。采光好购物方便。,299.0,43701.0,non_co_ownership,68.42,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
4438,4438,景馨家园东西向正规两居室，格局好,443.0,48490.0,non_co_ownership,91.36,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Tongzhou,Jade_bridge,1,1,1,low_floor,13,east,no,west,no,no,no,no,no,2
4439,4439,远洋东方公馆纯毛坯，中间楼层，通透三居室,1210.0,63478.0,non_co_ownership,190.62,flat_floor,Banlou,steel_concrete_structure,rough,1.0,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,middle_floor,26,no,south,no,north,no,no,no,no,3
4440,4440,幸福艺居 满五唯一，配套设施齐全，交通便利,272.0,44438.0,co_ownership,61.21,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,1
4441,4441,源泉苑，满五唯一，全明户型，中间楼层,329.0,46707.0,non_co_ownership,70.44,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
4442,4442,玉桥南里 满五唯一两居室 业主诚心出售,272.5,34277.0,non_co_ownership,79.5,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,east,no,west,no,no,no,no,no,2
4443,4443,广渠路沿线 满2年，精装三居室，电梯入户，高层采光好,850.0,54776.0,non_co_ownership,155.18,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,high_floor,27,no,south,no,north,no,no,no,no,3
4444,4444,妇幼家属楼 满五年 南北通透两居 低楼层 。,375.0,43433.0,non_co_ownership,86.34,flat_floor,Banlou,mixed_structure,hardcover,0.3333333333333333,central_heating,no,Tongzhou,Jade_bridge,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2
4445,4445,合生滨江帝景 南北大3居 精装修  适合改善居住,796.0,51475.0,non_co_ownership,154.64,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,low_floor,27,no,south,no,north,no,no,no,no,3
4446,4446,合生滨江帝景，南向阳光三居， 温暖舒适,598.0,53260.0,non_co_ownership,112.28,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,high_floor,27,no,south,no,north,no,no,no,no,3
4447,4447,合生滨江帝景 满五唯一 精装修 南向三居 价面谈,558.0,49742.0,non_co_ownership,112.18,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,1,1,2,low_floor,27,no,south,no,no,no,no,no,no,3
4448,4448,玉桥格兰晴天 满五年家庭名下唯一住房 南北通透,425.0,50704.0,non_co_ownership,83.82,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,2,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
4449,4449,玉桥南里 南北通透两居室 中楼层,350.0,40421.0,non_co_ownership,86.59,flat_floor,Banlou,mixed_structure,simple_decoration,0.3333333333333333,central_heating,no,Tongzhou,Jade_bridge,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
4450,4450,南北通透正规两室 业主诚心出售,246.0,37696.0,non_co_ownership,65.26,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
4451,4451,美然百度城 精装三居室 业主诚心出售适合居住,668.0,43752.0,non_co_ownership,152.68,staggered_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,2,1,2,middle_floor,5,no,south,no,north,no,no,no,no,3
4452,4452,满五年唯一  精装修  南北通透,298.0,55288.0,co_ownership,53.9,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,2,1,1,top_floor,7,no,south,no,north,no,no,no,no,3
4453,4453,满五唯一，户型好空间大，好房子,452.0,47968.0,non_co_ownership,94.23,staggered_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,2,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
4454,4454,满五唯一精装三居，南向双阳台，看房随时，无抵押贷款,560.0,49920.0,co_ownership,112.18,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,1,1,2,middle_floor,27,no,south,no,no,no,no,no,no,3
4455,4455,满五年南北通透两居室  电梯房  采光充足 交通便利,399.0,42743.0,non_co_ownership,93.35,flat_floor,Banlou,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Tongzhou,Jade_bridge,1,1,2,bottom_floor,18,no,south,no,north,no,no,no,no,2
4456,4456,此房满两年，南向无遮挡，高楼层，采光充足，人车分流,580.0,51726.0,non_co_ownership,112.13,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,1,1,2,high_floor,27,no,south,no,no,no,no,no,no,3
4457,4457,房子满两年，楼层好，精装修拎包入住，全明格局。,658.0,50546.0,non_co_ownership,130.18,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,2,high_floor,6,no,south,no,north,no,no,no,no,3
4458,4458,远洋东方公馆 南北通透三居 满五唯一,1020.0,53037.0,non_co_ownership,192.32,flat_floor,Banlou,steel_concrete_structure,hardcover,1.0,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,low_floor,26,no,south,no,north,no,no,no,no,3
4459,4459,玉桥南里 南北通透 三居室 两个卧室朝南 业主诚心出售,395.0,35877.0,non_co_ownership,110.1,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,3
4460,4460,玉桥电梯房满五年唯一高层视野佳通风效果好诚意出售,220.0,42463.0,non_co_ownership,51.81,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,top_floor,24,no,south,no,no,no,no,no,no,1
4461,4461,玉桥南里 二居 交通方便 户型好 购物方便,300.0,46419.0,non_co_ownership,64.63,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
4462,4462,满五年 南北通透中楼层两居 采光通风良好,290.0,41065.0,non_co_ownership,70.62,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
4463,4463,此房满五唯一，南北通透全明格局，正规两室一厅,305.0,43226.0,non_co_ownership,70.56,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
4464,4464,京艺天朗满五唯一，电梯高层两居,235.0,45394.0,non_co_ownership,51.77,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.16666666666666666,self_heating,elevator,Tongzhou,Jade_bridge,1,1,1,top_floor,12,no,no,no,north,no,no,no,no,2
4465,4465,玉桥南里 1室1厅 南 北,255.0,43875.0,non_co_ownership,58.12,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,1
4466,4466,此房满五年唯一，电梯一居，精装自住,280.0,47242.0,non_co_ownership,59.27,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.16666666666666666,self_heating,elevator,Tongzhou,Jade_bridge,1,1,1,middle_floor,12,no,south,no,no,no,no,no,no,1
4467,4467,京艺天朗 商品房 满五年唯一 南北通透,385.0,43661.0,non_co_ownership,88.18,flat_floor,Banlou,mixed_structure,hardcover,0.3333333333333333,self_heating,no,Tongzhou,Jade_bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
4468,4468,房子满五年 正规两居室  业主诚心出售,344.0,39843.0,non_co_ownership,86.34,flat_floor,Banlou,mixed_structure,simple_decoration,0.3333333333333333,central_heating,no_data_yet,Tongzhou,Jade_bridge,2,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
4469,4469,幸福艺居 2室1厅 南 北,353.0,41964.0,non_co_ownership,84.12,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
4470,4470,幸福艺居  南北通透 满5唯一,315.0,50056.0,non_co_ownership,62.93,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,1
4471,4471,2004年新式板楼社区 中间楼栋 南北通透 大客厅带阳台,370.0,42118.0,non_co_ownership,87.85,flat_floor,Banlou,mixed_structure,hardcover,0.3333333333333333,self_heating,no,Tongzhou,Jade_bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
4472,4472,源泉苑精装1居室 南北通透 诚意出售,265.0,42853.0,non_co_ownership,61.84,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,2,1,1,high_floor,6,no,south,no,north,no,no,no,no,1
4473,4473,欣艺景园 1室1厅 南 北,340.0,48200.0,non_co_ownership,70.54,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.5,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,bottom_floor,15,no,south,no,north,no,no,no,no,1
4474,4474,源泉苑精装一居室，南北通透户型好,275.0,47504.0,non_co_ownership,57.89,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2
4475,4475,玉桥东里 商品房两居室 南北通透,349.0,48332.0,non_co_ownership,72.21,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,bottom_floor,15,no,south,no,north,no,no,no,no,2
4476,4476,南北两居室。临近北京市政府办公地点精装修,442.0,48492.0,non_co_ownership,91.15,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,bottom_floor,18,no,south,no,north,no,no,no,no,2
4477,4477,东西通透两居室，户型好，无遮挡,450.0,48576.0,non_co_ownership,92.64,flat_floor,Banlou,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Tongzhou,Jade_bridge,2,1,1,middle_floor,18,east,south,west,no,no,no,no,no,2
4478,4478,南北通透格局，楼层好，接地气，,440.0,47563.0,non_co_ownership,92.51,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,2,1,1,bottom_floor,7,no,south,no,north,no,no,no,no,2
4479,4479,合生滨江帝景  全南3居室 精装修 采光好 视野好,555.0,55785.0,non_co_ownership,99.49,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,low_floor,18,no,south,no,no,no,no,no,no,3
4480,4480,合生滨江帝景小区中间位置全明户型，楼层好，无抵押,775.0,55828.0,non_co_ownership,138.82,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,middle_floor,18,no,south,no,north,no,no,no,no,3
4481,4481,玉桥南里 满五唯一 南向正规一居室 业主诚心出售,229.0,46068.0,co_ownership,49.71,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,1
4482,4482,广渠路沿线 南北2居 满2年  精装修 中间楼层,468.0,51226.0,non_co_ownership,91.36,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,low_floor,18,no,south,no,north,no,no,no,no,2
4483,4483,6月份满两年，业主诚意出售，高楼层，采光好,490.0,53634.0,non_co_ownership,91.36,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,high_floor,18,no,south,no,north,no,no,no,no,2
4484,4484,广渠路沿线合生14年社区，人车分流，随时可看，,850.0,54695.0,non_co_ownership,155.41,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,high_floor,27,no,south,no,north,no,no,no,no,3
4485,4485,美然百度城  中间层  采光好,230.0,49537.0,non_co_ownership,46.43,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Tongzhou,Jade_bridge,0,1,1,middle_floor,5,east,no,west,no,no,no,no,no,1
4486,4486,玉桥东里 满五唯一全南向一居室,180.0,36728.0,non_co_ownership,49.01,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,bottom_floor,11,no,south,no,no,no,no,no,no,1
4487,4487,商品房满二年，南北通透电梯正规一居,249.0,45405.0,co_ownership,54.84,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,high_floor,21,no,south,no,north,no,no,no,no,1
4488,4488,广渠路延长线 中低楼层 H户型南北通透 满五年唯一,436.5,48254.0,non_co_ownership,90.46,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,middle_floor,5,no,south,no,north,no,no,no,no,2
4489,4489,满五年唯一，全新装修，中楼层两居,330.0,46909.0,non_co_ownership,70.35,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2
4490,4490,玉桥南里正规两居室  满五年唯一  业主诚心出售,280.0,38884.0,non_co_ownership,72.01,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
4491,4491,满五年 ，低楼层 南向 精装修一居室 ，,229.0,47639.0,non_co_ownership,48.07,flat_floor,Banlou,mixed_structure,hardcover,0.3333333333333333,central_heating,no,Tongzhou,Jade_bridge,1,1,1,bottom_floor,6,no,south,no,no,no,no,no,no,1
4492,4492,格兰晴天 南北通透，全明格局，楼层低，落地窗,500.0,51494.0,non_co_ownership,97.1,no_data_yet,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,2,1,1,low_floor,6,no,south,no,north,no,no,no,no,2
4493,4493,业主自住，看房方便，精装修拎包入住,455.0,49706.0,non_co_ownership,91.54,no_data_yet,Banlou,steel_concrete_structure,simple_decoration,0.25,self_heating,elevator,Tongzhou,Jade_bridge,2,1,2,low_floor,18,east,no,west,no,no,no,no,no,2
4494,4494,合生滨江帝景精装修三居室，拎包入住,750.0,54250.0,non_co_ownership,138.25,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,low_floor,18,no,south,no,north,no,no,no,no,3
4495,4495,合生滨江帝景 3室2厅 南 北,740.0,53527.0,non_co_ownership,138.25,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,middle_floor,18,no,south,no,north,no,no,no,no,3
4496,4496,合生滨江帝景 3室2厅 南 北,850.0,55038.0,non_co_ownership,154.44,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,middle_floor,27,no,south,no,north,no,no,no,no,3
4497,4497,合生滨江帝景 2室1厅 南,485.0,53556.0,non_co_ownership,90.56,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,low_floor,18,no,south,no,no,no,no,no,no,2
4498,4498,京艺天朗  精装修 电梯房 满五唯一,250.0,48291.0,non_co_ownership,51.77,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.16666666666666666,self_heating,elevator,Tongzhou,Jade_bridge,1,1,1,low_floor,12,no,no,no,north,no,no,no,no,1
4499,4499,满五年唯一，不临街不把边，前后无遮挡,389.0,48450.0,non_co_ownership,80.29,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,middle_floor,7,no,south,no,north,no,no,no,no,2
4500,4500,全南3居 远观碧水公园 精装  视野开阔,558.0,57950.0,non_co_ownership,96.29,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,1,1,1,top_floor,18,no,south,no,no,no,no,no,no,3
4501,4501,跃层结构，有花园，上下两层户型一样,740.0,81597.0,non_co_ownership,90.69,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,bottom_floor,18,no,south,no,no,no,no,no,no,4
4502,4502,京艺天朗雅园 南北通透一室一厅,325.0,45749.0,non_co_ownership,71.04,duplex,Banlou,mixed_structure,simple_decoration,0.5,self_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2
4503,4503,玉桥南里大户型的房子就这一套了,514.0,36831.0,non_co_ownership,139.56,no_data_yet,Banlou,brick_concrete_structure,simple_decoration,1.0,central_heating,no,Tongzhou,Jade_bridge,1,1,1,top_floor,2,no,south,no,north,no,no,no,no,4
4504,4504,玉桥南里正规三居室，客厅带窗户,430.0,43660.0,non_co_ownership,98.49,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,middle_floor,6,no,south,west,north,no,no,no,no,3
4505,4505,满五唯一，全南正规一居，低楼层，采光优越，交通便利,240.0,48281.0,non_co_ownership,49.71,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,1,1,1,low_floor,6,no,south,no,no,no,no,no,no,1
4506,4506,合生滨江帝景 品质小区 精装修大三居正对小区喷泉,850.0,55038.0,co_ownership,154.44,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Tongzhou,Jade_bridge,2,1,2,low_floor,27,no,south,no,north,no,no,no,no,3
4507,4507,幸福艺居南北通透一居 满五唯一诚售,278.0,44177.0,non_co_ownership,62.93,duplex,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Jade_bridge,2,1,1,top_floor,6,no,south,no,north,no,no,no,no,1
4508,4508,金科廊桥水岸   一层下跃  精装可直接入住,1190.0,83556.0,non_co_ownership,142.42,duplex,Banlou,steel_concrete_structure,rough,0.3333333333333333,central_heating,elevator,Changping,Nanshao,3,1,3,bottom_floor,6,no,south,no,north,no,no,no,no,4
4509,4509,路劲世界城二期 南北通透三居室 满五年唯一看房方便,419.0,44363.0,co_ownership,94.45,flat_floor,Banlou,steel_concrete_structure,others,0.6666666666666666,central_heating,elevator,Changping,Nanshao,1,1,1,top_floor,16,no,south,no,north,no,no,no,no,3
4510,4510,中国铁建青秀尚城 3室1厅 南 北,525.0,45251.0,non_co_ownership,116.02,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,no_data_yet,Changping,Nanshao,1,1,2,middle_floor,11,no,south,no,north,no,no,no,no,3
4511,4511,宜山居   上叠   毛坯房  看房方便,600.0,34396.0,non_co_ownership,174.44,duplex,Banlou,steel_concrete_structure,rough,0.5,central_heating,no,Changping,Nanshao,2,1,3,middle_floor,4,no,south,no,north,no,no,no,no,3
4512,4512,长滩壹号 正规三居 南北通透视野宽阔,515.0,48240.0,non_co_ownership,106.76,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,elevator,Changping,Nanshao,1,1,1,middle_floor,8,no,south,no,north,no,no,no,no,3
4513,4513,花雨汀  底跃 商品房 满二年,720.0,36267.0,non_co_ownership,198.53,no_data_yet,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Changping,Nanshao,2,1,3,bottom_floor,10,no,south,no,north,no,no,no,no,4
4514,4514,路劲世界城二期，正规南北通透两居，,396.0,48536.0,non_co_ownership,81.59,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Changping,Nanshao,1,1,1,middle_floor,11,no,south,no,north,no,no,no,no,2
4515,4515,南北通透，视野好采光佳，精装修,465.0,28241.0,non_co_ownership,164.66,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Changping,Nanshao,2,1,3,middle_floor,4,no,south,no,north,no,no,no,no,4
4516,4516,房子满五年唯一，正规一居室，中等装修，,251.0,36745.0,non_co_ownership,68.31,flat_floor,tower,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Changping,Nanshao,1,1,1,bottom_floor,14,no,south,no,north,no,no,no,no,1
4517,4517,龙山华府南北通透两居室，满五年唯一住房,345.0,39398.0,non_co_ownership,87.57,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Changping,Nanshao,1,1,1,middle_floor,20,no,south,no,north,no,no,no,no,2
4518,4518,花雨汀南北通透两居室，满五年唯一，电梯房,328.0,37197.0,co_ownership,88.18,flat_floor,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Changping,Nanshao,1,1,1,middle_floor,12,no,south,no,north,no,no,no,no,2
4519,4519,路劲世界城，南北通透三居室，采光充足，视野开阔。,430.0,44491.0,non_co_ownership,96.65,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Changping,Nanshao,1,1,1,middle_floor,18,no,south,no,north,no,no,no,no,3
4520,4520,花雨汀 南北通透三居室 满五唯一 中间楼层 采光充足,398.0,41720.0,co_ownership,95.4,flat_floor,Banlou,steel_concrete_structure,hardcover,0.3333333333333333,central_heating,elevator,Changping,Nanshao,1,1,1,middle_floor,15,no,south,no,north,no,no,no,no,3
4521,4521,路劲世界城二期 2室1厅 南 北 东,385.0,45088.0,non_co_ownership,85.39,flat_floor,Banlou,steel_concrete_structure,hardcover,0.6666666666666666,central_heating,elevator,Changping,Nanshao,1,1,1,middle_floor,16,east,south,no,north,no,no,no,no,2
4522,4522,金科廊桥水岸 4室2厅 南 北,680.0,50122.0,non_co_ownership,135.67,duplex,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,elevator,Changping,Nanshao,2,1,3,top_floor,6,no,south,no,north,no,no,no,no,4
4523,4523,金科廊桥水岸 精装自住 小区中间位置 带边院满五唯一,1330.0,88326.0,non_co_ownership,150.58,duplex,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Changping,Nanshao,1,1,2,bottom_floor,6,no,south,no,north,no,no,no,no,3
4524,4524,此房南北通透，田字格户型，没有遮挡，业主诚心出售。,435.0,46037.0,non_co_ownership,94.49,flat_floor,Banlou,steel_concrete_structure,others,0.6666666666666666,central_heating,elevator,Changping,Nanshao,1,1,1,low_floor,16,no,south,no,north,no,no,no,no,3
4525,4525,金科廊桥水岸 南北通透四居室 三个卫生间 两个书房,745.0,55169.0,non_co_ownership,135.04,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Changping,Nanshao,2,1,3,low_floor,6,no,south,no,north,no,no,no,no,4
4526,4526,诚意出售昌平电梯房商品房社区大三居南北通透位置好,490.0,39132.0,co_ownership,125.22,flat_floor,banta_combination,steel_concrete_structure,others,1.0,central_heating,elevator,Changping,Nanshao,2,1,2,low_floor,15,no,south,no,north,no,no,no,no,3
4527,4527,金科廊桥水岸 一层带下跃两层 洋房社区 绿地率高,980.0,76432.0,non_co_ownership,128.22,duplex,Banlou,steel_concrete_structure,hardcover,1.0,central_heating,no_data_yet,Changping,Nanshao,2,1,3,bottom_floor,3,east,south,no,north,no,no,no,no,3
4528,4528,龙山华府 2室2厅 南,320.0,36965.0,non_co_ownership,86.57,flat_floor,banta_combination,steel_concrete_structure,others,0.5,central_heating,elevator,Changping,Nanshao,2,1,1,bottom_floor,20,no,south,no,no,no,no,no,no,2
4529,4529,花雨汀 3室2厅 南 北,395.0,40216.0,non_co_ownership,98.22,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Changping,Nanshao,2,1,2,low_floor,15,no,south,no,north,no,no,no,no,3
4530,4530,花雨汀 4室1厅 南 北,506.0,53040.0,non_co_ownership,95.4,duplex,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Changping,Nanshao,1,1,2,high_floor,15,no,south,no,north,no,no,no,no,4
4531,4531,双营西路78号院路劲世界城二期,468.0,48463.0,non_co_ownership,96.57,flat_floor,Banlou,steel_concrete_structure,hardcover,1.0,central_heating,elevator,Changping,Nanshao,1,1,1,middle_floor,11,no,south,no,north,no,no,no,no,3
4532,4532,龙山华府 2室2厅 南,360.0,41609.0,non_co_ownership,86.52,flat_floor,banta_combination,steel_concrete_structure,others,0.5,central_heating,elevator,Changping,Nanshao,2,1,1,middle_floor,20,no,south,no,no,no,no,no,no,2
4533,4533,金科一层带下跃共三层，使用面积四百平，精装修带车位,1260.0,87391.0,co_ownership,144.18,duplex,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Changping,Nanshao,3,1,2,bottom_floor,6,no,south,no,north,no,no,no,no,4
