id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected
1704,顺鑫花语电梯入户，精装洋房，全明户型，拎包入住,350,38131,non_co_ownership,91.79,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,115.96752188957227,40.08396633042218,None,None,FALSE
1705,华英园，南法信地铁大两居室，靠谱出售，有钥匙,293,29665,non_co_ownership,98.77,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,2,middle_floor,7,no,south,no,north,no,no,no,no,2,115.64555914454772,39.41577077003971,None,None,FALSE
1706,顺鑫朗郡 精装修 正规三居 南北通透 满五唯一,335,28230,non_co_ownership,118.67,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,2,high_floor,7,no,south,no,north,no,no,no,no,3,116.92163183812042,40.16382245498325,None,None,FALSE
1707,顺义东方太阳城 3居室 20万精装修 花语院落安然惬意,428,36435,non_co_ownership,117.47,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,bottom_floor,4,no,south,no,north,no,no,no,no,3,115.10656411764673,39.79170402661653,None,None,FALSE
1708,水色时光五区，三居两卫，小区中间位置，满五年唯一,326,23572,non_co_ownership,138.3,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,11,no,south,no,north,no,no,no,no,3,116.9267140269462,40.72534323309783,None,None,FALSE
1709,精装修，双明卫，无遮挡，落地窗，诚意出售,279,27239,non_co_ownership,102.43,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,11,no,south,no,north,no,no,no,no,2,115.1397191932425,40.33794109044286,None,None,FALSE
1710,彩俸北区  满五年唯一 南北通透 一层 不临街不把边,294,34036,non_co_ownership,86.38,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Shunyi,Shunyi_others,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,2,116.17540879413836,40.67108830191904,None,None,FALSE
1711,下坡屯家园一区南北通透的两居室 有钥匙,247,28974,non_co_ownership,85.25,flat_floor,Banlou,steel_concrete_structure,hardcover,0.333333333,self_heating,elevator,Shunyi,Shunyi_others,2,1,1,bottom_floor,11,no,south,no,north,no,no,no,no,2,115.26042832200496,39.7914639422238,None,None,FALSE
1712,东方太阳城一期，顶层复式，南北通透,480,32361,non_co_ownership,148.33,duplex,Banlou,mixed_structure,simple_decoration,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,top_floor,4,no,south,no,north,no,no,no,no,3,115.835776468436,40.05575562756665,None,None,FALSE
1713,丽喜花园 3室2厅 南 北,345,26097,non_co_ownership,132.2,staggered_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,2,top_floor,6,no,south,no,north,no,no,no,no,3,115.24610220962317,39.479062593531566,None,None,FALSE
1714,中海国际公馆 3室1厅 南 北,545,42783,non_co_ownership,127.39,flat_floor,Banlou,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,1,1,2,top_floor,13,no,south,no,north,no,no,no,no,3,116.4902600994494,40.20155161170534,None,None,FALSE
1715,顺义彩俸北区 精装修3居室 低楼层 业主诚心出售,328,27552,non_co_ownership,119.05,flat_floor,Banlou,mixed_structure,hardcover,0.25,central_heating,no,Shunyi,Shunyi_others,1,1,2,low_floor,6,no,south,no,north,no,no,no,no,3,116.62982746336137,39.36825276250624,None,None,FALSE
1716,双卧室朝南 满五年唯一 简单装修,470,33666,non_co_ownership,139.61,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3,116.95329263271337,40.39861747965961,None,None,FALSE
1717,东方太阳城万晴园 南北通透2居室 采光好 满五唯一,350,33752,non_co_ownership,103.7,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,4,no,south,no,north,no,no,no,no,2,115.63817905129187,40.91473121651619,None,None,FALSE
1718,东方太阳城二期万晴园四居室满五年,620,34583,non_co_ownership,179.28,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,4,no,south,no,north,no,no,no,no,4,116.15767998550348,39.01490999198612,None,None,FALSE
1719,2005年建成的社区，南北通透格局，方正三居室,265,23935,non_co_ownership,110.72,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,1,high_floor,6,no,south,no,north,no,no,no,no,3,116.40131166083796,40.4736772564537,None,None,FALSE
1720,南北通透正规两居室 电梯房 业主诚售,320,33254,non_co_ownership,96.23,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,middle_floor,11,no,south,no,north,no,no,no,no,2,116.57632636238077,40.52131208693798,None,None,FALSE
1721,中间楼层，采光视野好，业主诚心出售,428,31074,non_co_ownership,137.74,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3,116.2937142397988,39.86713549654446,None,None,FALSE
1722,东方太阳城 临湖观景精装大三居 带电梯 拎包即可住！,640,37003,non_co_ownership,172.96,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3,116.36557893427388,40.031408766261535,None,None,FALSE
1723,2012年建成，首开集团建设，70年产权普通住宅,345,32548,non_co_ownership,106,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,11,no,south,no,north,no,no,no,no,3,116.193074492172,40.102687540740384,None,None,FALSE
1724,水色时光五区，一层无遮挡，可以等满五年唯一,220,29167,non_co_ownership,75.43,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,bottom_floor,12,no,south,no,no,no,no,no,no,1,115.96130352624917,39.74647526037717,None,None,FALSE
1725,正规三居室、南北通透户型、满五年唯一住房、精装修,310,30886,co_ownership,100.37,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,3,116.22888978346992,39.66815201517638,None,None,FALSE
1726,梅兰居 新上两居室 南北通透 婚房装修,320,39327,non_co_ownership,81.37,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,17,no,south,no,north,no,no,no,no,2,115.68211498857143,39.906696280047974,None,None,FALSE
1727,顺鑫花语 南北通透两居室 带电梯 诚意出售,330,34995,non_co_ownership,94.3,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,middle_floor,9,no,south,no,north,no,no,no,no,2,115.37877546086136,40.62821703628207,None,None,FALSE
1728,顺鑫朗郡顶层南北通透两居室业主诚心出售,253,28928,non_co_ownership,87.46,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,top_floor,9,no,south,no,north,no,no,no,no,2,115.09578816156561,40.290767316141675,None,None,FALSE
1729,顺义东方太阳城 双卧朝南 两室双卫,430,41526,non_co_ownership,103.55,flat_floor,Banlou,mixed_structure,simple_decoration,0.090909091,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,bottom_floor,4,no,south,no,no,no,no,no,no,2,115.9976613516212,39.70320276818734,None,None,FALSE
1730,水色时光五区 2室2厅 南,320,29726,non_co_ownership,107.65,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,low_floor,12,no,south,no,no,no,no,no,no,2,115.30715377200059,39.97406430842961,None,None,FALSE
1731,琴湖园湖景，南北双通透的两居室，满五唯一,468,40328,non_co_ownership,116.05,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,low_floor,6,no,south,no,north,no,no,no,no,2,116.79556544154855,39.78412211347212,None,None,FALSE
1732,东方太阳城一期明湖园，楼层高，采光好,698,33033,non_co_ownership,211.31,duplex,Banlou,mixed_structure,simple_decoration,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,top_floor,4,no,south,no,north,no,no,no,no,4,115.03409004480513,40.15637360294996,None,None,FALSE
1733,房子格局好 中间楼层居住舒适 业主诚意出售,313,28095,non_co_ownership,111.41,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.79505294413005,40.87315871412072,None,None,FALSE
1734,北京苏活四区商品房住宅，南北通透，有电梯。,278,31000,non_co_ownership,89.68,flat_floor,Banlou,steel_concrete_structure,hardcover,1,self_heating,elevator,Shunyi,Shunyi_others,1,1,1,high_floor,12,no,south,no,north,no,no,no,no,2,116.52180883556818,39.9393885589142,None,None,FALSE
1735,精装3居室 景观高尔夫 拎包入住,598,39019,non_co_ownership,153.26,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3,116.20938764112456,39.99524678823901,None,None,FALSE
1736,北京苏活四区  南北通透 户型方正 明厨明卫,290,31113,co_ownership,93.21,flat_floor,Banlou,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Shunyi,Shunyi_others,2,1,1,high_floor,12,no,south,no,north,no,no,no,no,2,115.65742255450216,40.54422493649939,None,None,FALSE
1737,中海国际公馆 小区管理到位 车位充足,376,41035,non_co_ownership,91.63,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,low_floor,13,no,south,no,no,no,no,no,no,2,116.18962172896572,39.890734541661104,None,None,FALSE
1738,北京苏活四区一居室 商品房带电梯,239,36251,non_co_ownership,65.93,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,no_data_yet,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,11,no,south,no,no,no,no,no,no,1,115.23088778637516,40.907485112414754,None,None,FALSE
1739,梅兰居电梯一居室 精装修 中楼层 满五年唯一！,236,36059,non_co_ownership,65.45,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,14,no,no,no,no,no,no,southwest,no,1,116.0280774866286,40.050974068578036,None,None,FALSE
1740,南北朝向的户型  简单装修 业主诚心出售,240,23625,non_co_ownership,101.59,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,low_floor,11,no,south,no,north,no,no,no,no,3,116.37544125796396,40.83481410533517,None,None,FALSE
1741,东方太阳城 顶层精装2居室 满两年,420,44872,non_co_ownership,93.6,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.35136098133933,39.24685474948528,None,None,FALSE
1742,梅兰居精装大两居，满五唯一，高楼层视野好，诚意出售,310,37833,non_co_ownership,81.94,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,central_heating,no_data_yet,Shunyi,Shunyi_others,1,1,1,high_floor,12,no,south,no,north,no,no,no,no,2,115.32638137477495,39.05843628248423,None,None,FALSE
1743,花园洋房，明厨明卫，中间楼，毛坯未住过,198,22047,co_ownership,89.81,flat_floor,Banlou,steel_concrete_structure,rough,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,9,no,south,west,north,no,no,no,no,2,115.99355398434888,40.48781442194674,None,None,FALSE
1744,正规三居，景色环绕，环境优美！,480,35827,non_co_ownership,133.98,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,low_floor,6,no,south,no,north,no,no,no,no,3,115.14685997267928,40.01036980781956,None,None,FALSE
1745,此房为正规三居室，业主诚心出售。,360,32533,co_ownership,110.66,flat_floor,Banlou,steel_concrete_structure,others,0.25,self_heating,elevator,Shunyi,Shunyi_others,1,1,2,high_floor,12,no,south,no,north,no,no,no,no,3,116.1563170529098,40.68345432918193,None,None,FALSE
1746,东方太阳城一层4居室，精装修，房子位置不错！,656,36591,non_co_ownership,179.28,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,bottom_floor,4,no,south,no,north,no,no,no,no,4,115.84054515377613,39.87694286765797,None,None,FALSE
1747,梅兰居 3室1厅 南 北,319,37411,non_co_ownership,85.27,flat_floor,No_data_yet,steel_concrete_structure,hardcover,0.25,no_data_yet,no_data_yet,Shunyi,Shunyi_others,1,1,1,low_floor,14,no,south,no,north,no,no,no,no,3,116.90111993499785,40.051295638744186,None,None,FALSE
1748,梅兰居 正规南北通透三居室  精装带电梯,335,39636,non_co_ownership,84.52,flat_floor,No_data_yet,steel_concrete_structure,others,0.5,no_data_yet,no_data_yet,Shunyi,Shunyi_others,1,1,1,low_floor,16,no,south,no,north,no,no,no,no,3,116.77331556177455,39.253978189843586,None,None,FALSE
1749,房屋格局方正 南北通透 舒适痛快3居2卫 边户型,550,34035,non_co_ownership,161.6,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,6,no,south,no,north,no,no,no,no,3,115.30136106092012,40.373904458228104,None,None,FALSE
1750,满二唯一，南北朝向，视野开阔，采光充足，配套齐全,310,23935,non_co_ownership,129.52,flat_floor,Banlou,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,12,no,south,no,north,no,no,no,no,3,115.26695365642354,39.867666585412465,None,None,FALSE
1751,东方太阳城精装修，南北通透，看房随时,420,34634,non_co_ownership,121.27,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.9148912048148,40.62219720405728,None,None,FALSE
1752,东方太阳城 2室2厅 南 北,520,50432,non_co_ownership,103.11,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.88983081486703,39.17232432501682,None,None,FALSE
1753,中海国际公馆 精装三居 全明户型,561,42841,non_co_ownership,130.95,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,2,low_floor,13,no,south,no,north,no,no,no,no,3,116.11870283122872,40.0978211549626,None,None,FALSE
1754,东方太阳城，精装四居室，临湖，业主诚心出售！,750,38889,co_ownership,192.86,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,2,middle_floor,6,no,south,no,north,no,no,no,no,4,116.88224876622431,40.60792807505712,None,None,FALSE
1755,东方太阳城顶层精装修，双卧向阳，看房方便,560,58213,non_co_ownership,96.2,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.15963256938699,39.00232495290789,None,None,FALSE
1756,北京苏活四区大三居，精装修，诚心出售,462,32766,non_co_ownership,141,flat_floor,Banlou,steel_concrete_structure,others,0.5,self_heating,elevator,Shunyi,Shunyi_others,2,1,2,middle_floor,11,no,south,no,north,no,no,no,no,3,116.13473021072231,39.34768278221023,None,None,FALSE
1757,精装跃层，环保健康，花园洋房社区,284,20253,non_co_ownership,140.23,duplex,Banlou,steel_concrete_structure,hardcover,10.5,central_heating,elevator,Shunyi,Shunyi_others,2,1,1,bottom_floor,9,no,south,no,north,no,no,no,no,4,116.39527757560097,39.19921086050946,None,None,FALSE
1758,浅山二期，2015年买入，2017年下本，经典三居,245,22604,non_co_ownership,108.39,flat_floor,Banlou,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,11,no,south,no,north,no,no,no,no,3,116.26064212534206,40.01057983162496,None,None,FALSE
1759,下坡屯家园一区 3室1厅 南 北,315,31372,non_co_ownership,100.41,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.333333333,self_heating,elevator,Shunyi,Shunyi_others,1,1,1,middle_floor,11,no,south,no,north,no,no,no,no,3,115.56506230058464,40.66552568091656,None,None,FALSE
1760,水色时光四区，双卫生间，精装修，诚意出售,250,24609,non_co_ownership,101.59,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Shunyi,Shunyi_others,1,1,2,low_floor,11,no,south,no,north,no,no,no,no,2,115.03411569168173,39.089709709525195,None,None,FALSE
1761,龙湖好望山 顶层电梯洋房 南北通透 自住环保装修,508,40225,non_co_ownership,126.29,duplex,Banlou,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Shunyi,Shunyi_others,2,1,2,top_floor,8,no,south,no,north,no,no,no,no,3,116.16307967447085,40.53053484986115,None,None,FALSE
1762,双阳南区两居室，满五唯一，业主诚心出售,238,26366,non_co_ownership,90.27,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Shunyi,Shunyi_others,2,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.18470985105422,40.166187811646274,None,None,FALSE
1763,顺鑫澜庭一层的房子满五，两室两卫,272,28971,non_co_ownership,93.89,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Shunyi,Shunyi_others,1,1,2,bottom_floor,6,no,south,no,north,no,no,no,no,2,116.2202148573615,40.49148971049778,None,None,FALSE
