id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected
2879,永乐西区南北通透 中间层两居室 精装修,315,50815,co_ownership,61.99,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Lugu,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,115.04941980871703,39.30742846259744,None,None,FALSE
2880,汇园公寓，南北通透 精装修，视野开阔,880,81542,non_co_ownership,107.92,flat_floor,Banlou,steel_concrete_structure,hardcover,0.142857143,central_heating,elevator,Chaoyang,Asian_Games_Village,2,1,1,high_floor,15,no,south,no,north,no,no,no,no,2,115.45727131093665,39.80494118080953,None,None,FALSE
2881,高层视野采光棒   大三居  适合三代人居住,770,70262,non_co_ownership,109.59,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Chaoyang,Wangjing,2,1,1,high_floor,27,no,no,no,no,no,no,southwest,no,3,115.37143413494239,39.795955047868105,None,None,FALSE
2882,时尚街区东区 3室1厅 西南,530,41661,non_co_ownership,127.22,flat_floor,tower,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Tongzhou,pear_garden,1,1,2,low_floor,18,no,no,no,no,no,no,southwest,no,3,116.09172255946365,40.717010353891474,None,None,FALSE
2883,朝阳新城二区 商品房 中间楼层 南北通透采光通风好,490,46609,non_co_ownership,105.13,flat_floor,Banlou,mixed_structure,hardcover,0.5,self_heating,no,Chaoyang,Dongba,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.86800929583794,40.914849065473284,None,None,FALSE
2884,精装修，电梯直通地库，有产权车位，不临街，诚意出售,975,62545,non_co_ownership,155.89,duplex,Banlou,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Chaoyang,Dongba,2,1,2,bottom_floor,6,no,south,no,north,no,no,no,no,3,115.6269020203614,39.5901291671094,None,None,FALSE
2885,黄寺大街24号院新上两居，成熟社区诚意出售，直通公园,1250,141243,non_co_ownership,88.5,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Xicheng,Liupu_Kang,1,1,1,low_floor,18,east,no,no,no,no,no,no,no,2,115.1601076134138,39.42649812311206,None,None,FALSE
2886,崇文门国瑞城中区精装三居 对小区内花园 只有契税,930,102570,non_co_ownership,90.67,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Dongcheng,Chongwenmen,1,1,1,low_floor,16,no,no,no,no,southeast,no,no,no,3,116.48168989564236,39.27759394602868,None,None,FALSE
2887,双南向格局好 满五年唯一住房 采光充足,865,127394,non_co_ownership,67.9,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.181818182,central_heating,elevator,Haidian,Wanshou_Road,2,1,1,low_floor,12,no,south,no,no,no,no,no,no,2,115.26454553062017,39.73382537616146,None,None,FALSE
2888,店长推荐，管庄西里，精装修低楼层南北两居,360,69876,non_co_ownership,51.52,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Chaoyang,Guanzhuang,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,2,116.5337034298395,39.802855436546636,None,None,FALSE
2889,新壁街小区 2004年 东向三居 采光无遮挡 低楼层,1115,129366,non_co_ownership,86.19,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.2,self_heating,no,Xicheng,Xidan,1,1,1,low_floor,6,east,no,no,no,no,no,no,no,3,116.34226975624856,40.54425447803709,None,None,FALSE
2890,北苑莲葩园 东南大两居 精装拎包入住 采光好视野好,585,48645,co_ownership,120.26,flat_floor,tower,steel_concrete_structure,hardcover,0.375,central_heating,elevator,Chaoyang,Beiyuan,2,1,2,middle_floor,25,no,no,no,no,southeast,no,no,no,2,115.88161942012661,40.98773471701284,None,None,FALSE
2891,顶秀青溪 满两年 南北通透 诚心出售 采光好,730,55132,non_co_ownership,132.41,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Changping,Lishui_bridge,2,1,1,high_floor,15,no,south,no,north,no,no,no,no,3,115.75509881545719,39.15821678953357,None,None,FALSE
2892,郝庄家园  70年产权商品房 满五唯一,245,25894,non_co_ownership,94.62,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Changping,Xiguan_Huandao,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,115.2187811470026,39.29580071740346,None,None,FALSE
2893,首开知语城三期二居09年 不临街 业主诚意出售,680,80066,non_co_ownership,84.93,flat_floor,tower,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Chaoyang,Wangjing,1,1,1,middle_floor,22,no,no,west,no,no,no,no,no,2,115.6147637894405,40.17128398839687,None,None,FALSE
2894,鹿港嘉苑  精装修 视野好 有绿化环境,875,90309,non_co_ownership,96.89,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Chaoyang,Wangjing,1,1,1,high_floor,23,no,south,no,no,no,no,no,no,2,116.06810952295939,39.47546323517858,None,None,FALSE
2895,北辰福第中区南向二居室户型方正,430,51338,non_co_ownership,83.76,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Chaoyang,Changying,1,1,1,middle_floor,20,no,south,no,no,no,no,no,no,2,115.74585970956355,39.66475107894102,None,None,FALSE
2896,国美2号院全南向两居室，高层直角阳台，小区中间位置,685,71273,non_co_ownership,96.11,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Chaoyang,Chaoqing,1,1,2,high_floor,27,no,south,no,no,no,no,no,no,2,116.54062531343301,39.133942039552096,None,None,FALSE
2897,满五唯一商品房 精装修 南北双通透 明厨明卫,739,58623,non_co_ownership,126.06,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Fengtai,Yuquanying,2,1,2,low_floor,22,no,south,no,north,no,no,no,no,3,116.34449422268293,39.483865060162785,None,None,FALSE
2898,北京香颂高层，观景，大面宽，落地窗。,800,72834,non_co_ownership,109.84,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Chaoyang,Wangjing,2,1,1,high_floor,20,east,no,west,north,no,no,no,no,2,116.76282423301599,40.37906779218683,None,None,FALSE
2899,满五年双卧朝南，楼层好，小区安静，户型方正,660,80283,non_co_ownership,82.21,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Chaoyang,Wangjing,1,1,1,middle_floor,15,no,no,no,no,no,no,southwest,no,2,115.96902321989394,40.49135249357461,None,None,FALSE
2900,上海建筑采光充足，配套齐全，交通方便，满五唯一,680,67035,non_co_ownership,101.44,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Fengtai,Dahongmen,2,1,1,low_floor,15,no,south,no,north,no,no,no,no,2,115.86284320349979,39.73162753741166,None,None,FALSE
2901,富力城B区 双眼镜三居 私密性好 二次装修 拎包入住,1510,110147,non_co_ownership,137.09,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Chaoyang,shuangjing,1,1,2,high_floor,18,no,south,no,no,no,no,no,no,3,116.09811139128526,39.24947537597087,None,None,FALSE
2902,天溪园 南北通透两居  三米层高 次顶层 采光视野好,825,66069,non_co_ownership,124.87,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Chaoyang,Olympic_Park,1,1,2,high_floor,9,no,south,no,north,no,no,no,no,2,116.26103579050701,39.53931312639672,None,None,FALSE
2903,京汉旭城家园两居室 户型方正  居住舒适,430,51808,non_co_ownership,83,flat_floor,tower,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Shijingshan,Lugu,1,1,1,low_floor,23,no,no,no,no,southeast,no,no,no,2,115.98630959755901,40.16362756274142,None,None,FALSE
2904,椿树园奥运社区，南北向满五唯一，诚售！,1260,110111,non_co_ownership,114.43,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Xicheng,Xuanwumen,2,1,1,low_floor,12,no,south,no,north,no,no,no,no,3,115.03638159667952,39.31317688987963,None,None,FALSE
2905,首创新悦都一区 3室1厅 南 西 北,365,41295,non_co_ownership,88.39,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Fangshan,Changyang,1,1,1,middle_floor,17,no,south,west,north,no,no,no,no,3,115.74250922108004,39.432103855411675,None,None,FALSE
2906,K2清水湾 西南两居室  小区人车分流,385,56304,non_co_ownership,68.38,flat_floor,tower,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Tongzhou,Lu_Yuan,1,1,1,middle_floor,27,no,no,no,no,no,no,southwest,no,2,116.2006456999404,40.31170008637298,None,None,FALSE
2907,房子商品房满五年一套住房，精装修，双卫，诚心出售,430,52248,non_co_ownership,82.3,flat_floor,Banlou,mixed_structure,hardcover,0.2,central_heating,no,Changping,Huoying,1,1,2,high_floor,6,no,south,west,north,no,no,no,no,3,116.95083187558568,39.56845902461102,None,None,FALSE
2908,八场宿舍南北通透两居室，低楼层，居住舒适！,338,49214,non_co_ownership,68.68,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Lugu,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2,116.36963085603097,40.10822669448996,None,None,FALSE
2909,同馨家园 3室1厅 南 北,440,49004,non_co_ownership,89.79,flat_floor,Banlou,mixed_structure,hardcover,0.25,central_heating,no,Fengtai,green_pagoda,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.36721539061122,40.06599601962532,None,None,FALSE
2910,北纬40度二期 南北通透2居 客厅朝南落地窗,820,86920,non_co_ownership,94.34,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.4,central_heating,elevator,Chaoyang,Wangjing,1,1,1,middle_floor,25,no,south,no,north,no,no,no,no,2,116.06567398653972,40.975628253094385,None,None,FALSE
2911,郦城三区 明厨明卫三居室 视野开阔没有遮挡,1525,107063,non_co_ownership,142.44,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Haidian,sijiqing,2,1,2,top_floor,7,no,south,no,north,no,no,no,no,3,115.3642738889833,40.108361228732406,None,None,FALSE
2912,南湖东园二区南北通透的好房，有电梯,600,84567,non_co_ownership,70.95,flat_floor,Banlou,steel_concrete_structure,hardcover,1,central_heating,elevator,Chaoyang,Wangjing,1,1,1,middle_floor,14,no,south,no,north,no,no,no,no,2,116.69830736642207,40.481232534355605,None,None,FALSE
2913,远大园五区次顶层全明格局三居室,1850,106820,non_co_ownership,173.19,flat_floor,Banlou,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Haidian,Century_City,2,1,2,high_floor,16,no,no,no,no,no,no,southwest,no,3,116.78388748222244,40.02572298976889,None,None,FALSE
2914,东西通透三居室 满五年唯一 电梯 中间层,645,83876,non_co_ownership,76.9,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Haidian,Dinghui_Temple,1,1,1,high_floor,12,east,no,west,no,no,no,no,no,3,116.89707289592418,39.86051795781866,None,None,FALSE
2915,满五唯一商品房，东南朝向不临街，客厅主卧相连大阳台,540,52714,non_co_ownership,102.44,flat_floor,tower,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Chaoyang,Wangjing,1,1,1,low_floor,28,no,no,no,no,southeast,no,no,no,2,115.67253346363012,40.80195996300568,None,None,FALSE
2916,满五唯一，三期东南向两居室，眼镜户型,525,56751,non_co_ownership,92.51,flat_floor,tower,steel_concrete_structure,hardcover,0.285714286,central_heating,elevator,Chaoyang,Jiuxianqiao,1,1,1,bottom_floor,24,no,no,no,no,southeast,no,no,no,2,116.11849048951092,39.25533645723195,None,None,FALSE
2917,天通西苑三区南北通透大三居，商满五唯一精装修！,539,32707,non_co_ownership,164.8,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Changping,tiantongyuan,2,1,2,low_floor,13,no,south,no,north,no,no,no,no,3,115.95640128344115,40.99276638531334,None,None,FALSE
2918,嘉润花园 南向2居室 看房方便 业主诚意卖,720,57883,non_co_ownership,124.39,flat_floor,tower,steel_concrete_structure,simple_decoration,0.375,self_heating,elevator,Chaoyang,Wangjing,2,1,2,middle_floor,30,no,south,no,no,no,no,no,no,2,116.76417527679892,40.15506329673702,None,None,FALSE
2919,远洋山水远景阁 南北通透三居室 满五年唯一 看房方便,968,76601,non_co_ownership,126.37,flat_floor,tower,steel_concrete_structure,hardcover,0.4,central_heating,elevator,Shijingshan,Lugu,1,1,2,middle_floor,20,no,south,no,north,no,no,no,no,3,115.69430558811915,40.747822885267695,None,None,FALSE
2920,玉泉路 精装修 两居室  中间层 满五唯一,350,55600,non_co_ownership,62.95,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.066666667,central_heating,no,Shijingshan,Yuquan_Road,1,1,1,middle_floor,9,east,no,no,no,no,no,no,no,2,115.911659541754,40.62154904927404,None,None,FALSE
2921,小区中间位置电梯三居室，装修不错，满五年,493,40707,non_co_ownership,121.11,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Changping,Huiguan,1,1,2,low_floor,10,no,south,no,north,no,no,no,no,3,115.2215630679315,39.14105757309648,None,None,FALSE
2922,嘉润花园 全南 满五唯一  不临街,780,68338,co_ownership,114.14,flat_floor,tower,steel_concrete_structure,hardcover,0.375,self_heating,elevator,Chaoyang,Wangjing,2,1,2,high_floor,28,no,south,no,no,southeast,no,no,no,2,115.88903997636791,40.80643285382713,None,None,FALSE
2923,含晖苑满五唯一两居室，南北通透格局,366,41291,non_co_ownership,88.64,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Mentougou,riverside_West,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.83596503582245,40.05430328589229,None,None,FALSE
2924,北京人家三居室，满五年唯一，集中供暖，中间楼层,510,51563,non_co_ownership,98.91,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,no,Changping,Huiguan,2,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,115.67001302360792,40.08804665379335,None,None,FALSE
2925,中影宿舍 田字格三居室 满五唯一,630,99842,non_co_ownership,63.1,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Haidian,Xiaoxitian,1,1,1,bottom_floor,4,no,south,no,north,no,no,no,no,3,115.26440756772331,39.2555103209819,None,None,FALSE
2926,南北通透 小区管理好 本房带车位 2000年 满五年,592,88478,non_co_ownership,66.91,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Haidian,Tiancun,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,2,115.25082049653034,39.21899998862879,None,None,FALSE
2927,翠微路2号院三居，中间层、格局方正、前后无遮挡！,1129,114970,non_co_ownership,98.2,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Haidian,princess_grave,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,115.72551395533836,40.550568109417526,None,None,FALSE
2928,鹿港精装修全南向两居，中间楼层，无遮挡采光好。,860,86633,co_ownership,99.27,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Chaoyang,Wangjing,1,1,1,middle_floor,23,no,south,no,no,no,no,no,no,2,116.13280250069526,40.27619921533007,None,None,FALSE
2929,美林花园 小户型 好楼层 东向 采光好两居 位置安静,1210,102761,non_co_ownership,117.75,flat_floor,tower,steel_concrete_structure,hardcover,0.375,central_heating,elevator,Haidian,Zizhuqiao,2,1,2,middle_floor,25,east,no,no,no,no,no,no,no,2,115.80831040086069,39.41259772261759,None,None,FALSE
2930,翠微北里小区 南北通透 三居室出售,880,116711,non_co_ownership,75.4,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Haidian,princess_grave,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.60073873798262,40.186857739443525,None,None,FALSE
2931,会城门小区 有电梯 三居室 全明格局,745,90523,non_co_ownership,82.3,flat_floor,tower,steel_concrete_structure,simple_decoration,0.142857143,central_heating,elevator,Haidian,Junbo,1,1,1,high_floor,16,east,no,west,north,no,no,no,no,3,116.47056206462413,40.98664004071605,None,None,FALSE
2932,慧忠北里第三社区三居室 长城物业 刷卡入户,730,63562,co_ownership,114.85,flat_floor,tower,steel_concrete_structure,hardcover,0.181818182,central_heating,elevator,Chaoyang,Asian_Games_Village,2,1,1,middle_floor,25,east,no,no,north,southeast,no,no,no,3,116.21167580718834,40.13025329776493,None,None,FALSE
2933,宣颐家园  高6层带电梯 洋房2居室 满五唯一 层高2.9,439,47261,non_co_ownership,92.89,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,self_heating,elevator,Daxing,Old_palace,1,1,1,low_floor,7,no,south,no,north,no,no,no,no,2,116.21720072970147,39.365789412160694,None,None,FALSE
2934,绿地新都会 满五唯一 中高楼层 精装修 随时签约,410,35566,non_co_ownership,115.28,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Fangshan,Changyang,2,1,2,middle_floor,12,no,south,no,north,no,no,no,no,3,115.14423617255338,40.6509562343236,None,None,FALSE
2935,精装修中间层电梯 陶然亭公园、友谊医院、8号线天桥站,849,107975,non_co_ownership,78.63,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Xicheng,Taoran_Pavilion,1,1,1,middle_floor,12,no,south,no,north,no,no,no,no,3,115.17507921095009,39.99248574946914,None,None,FALSE
2936,南北通透 无遮挡，满五唯一，三居室，自住精装修。,528,44686,non_co_ownership,118.16,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Orchard,2,1,2,middle_floor,7,no,south,no,north,no,no,no,no,3,115.99463801314792,39.79523155163229,None,None,FALSE
2937,三星庄园南北通透两居室 格局方正 诚心出售,578,55733,non_co_ownership,103.71,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.5,central_heating,elevator,Fengtai,Majiabao,1,1,1,middle_floor,10,no,south,no,north,no,no,no,no,2,116.22910531279625,39.31216950558938,None,None,FALSE
2938,2012年小区，人车分流，全南三居室，居住舒适。,1070,92681,non_co_ownership,115.45,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Fengtai,Fangzhuang,1,1,2,high_floor,22,no,south,no,no,no,no,no,no,3,116.42181967596538,39.17338046864602,None,None,FALSE
2939,地震局央产房，经典户型，世间少有，全明大客厅,780,87769,non_co_ownership,88.87,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Chaoyang,Jianxiangqiao,1,1,1,top_floor,5,no,south,no,north,no,no,no,no,3,115.49156240308263,40.057496830816326,None,None,FALSE
2940,满五唯一精装修+全明格局3居+中间楼层+采光好,775,127909,non_co_ownership,60.59,flat_floor,Banlou,brick_concrete_structure,hardcover,0.333333333,central_heating,no,Dongcheng,dengshikou,0,1,1,middle_floor,5,no,south,west,north,no,no,no,no,3,116.79732197532441,40.9298684075127,None,None,FALSE
2941,满五唯一方正三居室，近地铁新小区，房子采光好,725,67474,non_co_ownership,107.45,flat_floor,tower,steel_concrete_structure,simple_decoration,0.222222222,central_heating,elevator,Fengtai,Majiabao,1,1,1,middle_floor,20,no,no,no,no,no,no,southwest,no,3,115.34301433979944,39.17076726174368,None,None,FALSE
2942,莱圳家园一期高楼层大三居无遮挡,980,86094,non_co_ownership,113.83,flat_floor,Banlou,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Haidian,Qinghe,1,1,2,high_floor,12,no,south,no,north,no,no,no,no,3,116.40319884274977,39.25739714781729,None,None,FALSE
2943,海淀 定慧寺 亮丽园 双卫 得房率88.2% 诚意出售！,1300,94361,non_co_ownership,137.77,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Haidian,Dinghui_Temple,2,1,2,middle_floor,12,no,south,no,north,no,no,no,no,3,116.39791223872628,39.507677395201775,None,None,FALSE
2944,保利西山林语 三居室 拎包入住 户型好,595,62291,non_co_ownership,95.52,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.25,self_heating,elevator,Haidian,Haidian_North_New_District,1,1,1,middle_floor,8,no,no,no,no,no,no,southwest,no,3,116.92526139186039,40.5037822906815,None,None,FALSE
2945,教场口9号院，西南三居，高楼层，采光视野好随时签约,1220,143210,non_co_ownership,85.19,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Xicheng,Liupu_Kang,1,1,1,high_floor,21,no,no,no,no,no,no,southwest,no,3,116.64230274463897,39.88238350816691,None,None,FALSE
2946,兴海园南北两居室，业主诚心出售，干净整洁,313,37793,co_ownership,82.82,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Daxing,Yinghai,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,116.89260257282363,39.120121559007686,None,None,FALSE
2947,润泽公馆3+1户型，自住装修，满五唯一,1250,87438,non_co_ownership,142.96,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Chaoyang,Beiyuan,2,1,2,high_floor,24,no,south,no,north,no,no,no,no,3,116.91310985512486,40.0182189730651,None,None,FALSE
2948,天秀花园古月园大3居房本满5年家庭唯一住房,1300,82315,non_co_ownership,157.93,flat_floor,Banlou,mixed_structure,hardcover,0.5,self_heating,elevator,Haidian,malianwa,2,1,2,middle_floor,7,no,south,no,north,no,no,no,no,3,115.5693003746685,40.34705756172596,None,None,FALSE
2949,三才堂水清木华园小区，南北通透，不临街，次顶层,2000,117862,non_co_ownership,169.69,flat_floor,Banlou,steel_concrete_structure,hardcover,1,central_heating,elevator,Haidian,Wudaokou,1,1,2,high_floor,9,no,south,no,north,no,no,no,no,3,115.40009175334902,39.22375426928565,None,None,FALSE
2950,天通苑北二区复式带电梯，业主诚心出售，随时可看,638,41889,non_co_ownership,152.31,duplex,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Changping,tiantongyuan,2,1,2,high_floor,13,no,south,no,north,no,no,no,no,3,116.24473848431366,39.41517523598769,None,None,FALSE
2951,新华联精装两居带电梯，不临街，采光好，满五唯一,427,41688,non_co_ownership,102.43,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Tongzhou,Orchard,1,1,1,low_floor,12,no,no,no,no,no,no,southwest,no,2,115.51642120580763,39.459112718602974,None,None,FALSE
2952,商满五唯一、电梯板楼，采光好，格局合理，全南朝向,468,43825,co_ownership,106.79,flat_floor,Banlou,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Changping,tiantongyuan,1,1,2,middle_floor,12,no,south,no,no,no,no,no,no,2,116.84129982524946,39.826039668788205,None,None,FALSE
2953,富力又一城A区中间位置观景三居南北通透,825,47860,co_ownership,172.38,flat_floor,Banlou,steel_concrete_structure,hardcover,1,self_heating,elevator,Chaoyang,dougezhuang,2,1,3,high_floor,22,no,south,no,north,no,no,no,no,3,115.07723703456838,40.08760314151426,None,None,FALSE
2954,武圣西里 南北通透双阳台二居 钢混结构,366,57117,non_co_ownership,64.08,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Chaoyang,Jinsong,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2,115.22651595644349,40.50597335429328,None,None,FALSE
2955,永定路优质全明三居室，南北通透，满五唯一,685,81162,non_co_ownership,84.4,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Haidian,Wukesong,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,3,116.26841265412499,39.17368756460637,None,None,FALSE
2956,平安里 新街口 中国电信家属院 低楼层两居室 带电梯,1260,124138,non_co_ownership,101.5,flat_floor,banta_combination,mixed_structure,hardcover,0.2,central_heating,elevator,Xicheng,Xisi,2,1,1,low_floor,7,east,no,west,north,no,no,no,no,2,116.71542466123287,39.700945806039854,None,None,FALSE
2957,万科城市花园 1+2复式边户 满五年 有班车,708,41027,non_co_ownership,172.57,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shunyi,Houshayu,1,1,2,bottom_floor,4,no,south,no,north,no,no,no,no,3,115.52174714003314,40.268334252273426,None,None,FALSE
2958,临河里 全南向中间楼层 独立厨房和卫生间,235,42581,non_co_ownership,55.19,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Tongzhou,Linheli,0,1,1,middle_floor,26,no,south,no,no,no,no,no,no,1,115.80684850059521,39.69119324482274,None,None,FALSE
2959,紫御府  次新房装修 一天未住 满五唯一 景观房带车位,3895,119906,non_co_ownership,324.84,staggered_floor,banta_combination,steel_concrete_structure,hardcover,1.5,central_heating,elevator,Haidian,Baishiqiao,2,1,5,middle_floor,15,no,south,no,north,no,no,no,no,4,115.98363252139823,40.628297271820806,None,None,FALSE
2960,铁四区 朝南 不临街 靠谱出售 稳定签约,656,179727,non_co_ownership,36.5,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Xicheng,muxidi,1,1,1,bottom_floor,5,no,south,no,no,no,no,no,no,1,115.07576370230834,40.01676810532267,None,None,FALSE
2961,禧瑞都精装修大一居 西向看三环景观 采光视野无遮挡,1080,99742,co_ownership,108.28,flat_floor,tower,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Chaoyang,Red_temple,1,1,1,middle_floor,28,no,no,west,no,no,no,no,no,1,115.93039352335568,40.01042235708382,None,None,FALSE
2962,国风二期不临街，矮板楼方正户型，带大阳台正观园林,1060,90298,non_co_ownership,117.39,flat_floor,Banlou,steel_concrete_structure,hardcover,1,self_heating,elevator,Chaoyang,Wangjing,1,1,2,low_floor,14,east,no,west,no,no,no,no,no,2,116.27095118516301,40.775774346571446,None,None,FALSE
2963,丽泽商务区 楼龄新 正规三居室 采光视野好 业主诚售,700,66477,non_co_ownership,105.3,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,self_heating,elevator,Fengtai,Caihuying,1,1,1,middle_floor,25,no,no,no,no,no,no,southwest,no,3,116.84553451679868,39.92532907048516,None,None,FALSE
2964,复兴路79号院南北通透三居室，婚房装修，可对外！,583,83885,co_ownership,69.5,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Haidian,Wukesong,2,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.58540240722769,39.17087581750502,None,None,FALSE
2965,首开常青藤二期 低密度板楼 有电梯 精装修,669,73316,non_co_ownership,91.25,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,self_heating,elevator,Chaoyang,Dongba,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.53784073119748,40.91606859662324,None,None,FALSE
2966,祥云街5号院 南北通透三居 全明格局 中高层视野好,479,43099,non_co_ownership,111.14,flat_floor,Banlou,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Fangshan,Changyang,1,1,1,middle_floor,19,no,south,no,north,no,no,no,no,3,116.68505977855264,40.10755425812143,None,None,FALSE
2967,龙腾苑二区3层 118平米商品房满五年家庭首套,568,48263,non_co_ownership,117.69,flat_floor,Banlou,mixed_structure,hardcover,0.5,self_heating,no,Changping,Huiguan,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.3693939886282,39.90886097197369,None,None,FALSE
2968,不临街  交通便利  诚心出售,1210,120303,co_ownership,100.58,flat_floor,tower,steel_concrete_structure,simple_decoration,0.272727273,central_heating,elevator,Haidian,Ganjiakou,2,1,1,low_floor,18,no,south,no,no,no,no,no,no,3,115.46152900683612,40.92099426921295,None,None,FALSE
